diagonal;height_left;height_right;margin_low;margin_up;length
171.96;103.92;104.23;5.0;3.35;111.16
171.95;103.76;103.99;3.25;2.78;113.2
171.86;104.51;104.29;5.97;3.54;110.76
171.81;103.22;103.92;3.99;3.06;113.32
171.59;103.86;104.33;4.12;2.84;114.0
171.37;104.07;103.75;;3.07;113.27
172.47;103.87;104.16;4.63;3.18;112.98
171.99;104.18;104.2;5.26;3.23;111.83
172.51;104.43;104.17;5.11;3.08;111.7
171.88;104.05;103.75;4.41;3.21;112.52
171.98;103.81;104.35;4.57;3.52;111.73
172.08;104.19;104.03;4.11;2.99;113.5
172.14;104.06;103.96;;3.24;113.07
172.03;103.97;103.86;;3.07;112.65
171.44;103.52;103.49;4.09;3.12;113.23
171.75;104.16;104.0;4.19;3.03;113.55
172.2;104.01;103.74;4.06;3.17;112.94
172.01;103.51;103.48;4.42;3.13;113.5
171.84;104.21;104.07;5.85;3.5;111.16
171.84;103.71;103.9;4.61;2.82;112.68
172.5;103.81;103.83;4.19;3.01;113.18
172.26;103.9;104.12;4.99;3.42;111.27
172.37;104.11;104.09;4.78;3.09;113.42
171.84;104.09;103.03;4.11;2.77;113.18
172.01;104.03;103.67;3.9;3.18;112.61
171.54;103.93;103.49;4.08;3.34;113.13
172.33;103.97;103.66;3.97;3.07;112.97
171.95;104.26;103.97;5.88;3.16;112.44
171.79;104.3;104.31;5.65;3.11;111.8
172.17;104.44;103.31;4.15;3.31;112.96
171.8;104.06;103.57;4.06;3.14;112.98
172.27;104.36;103.68;5.74;3.51;112.35
171.56;103.8;103.87;5.66;2.98;112.95
172.37;104.26;103.87;4.47;3.12;112.82
171.59;104.14;104.38;4.97;3.47;111.22
171.96;104.01;104.54;5.21;3.31;111.35
171.74;104.52;104.23;5.59;3.61;112.14
171.84;104.39;103.83;3.77;2.97;113.05
172.03;103.96;103.58;4.06;2.85;113.02
171.62;104.24;103.85;4.08;2.9;112.87
172.42;103.69;104.29;5.25;3.33;110.7
171.84;104.17;103.98;4.91;3.39;111.26
171.74;103.9;103.6;3.87;2.89;113.36
171.95;103.44;103.8;4.08;3.19;112.43
172.06;103.92;103.42;4.28;3.0;113.41
172.15;103.98;103.89;4.21;3.08;113.61
171.85;103.9;103.74;4.13;3.07;113.15
172.38;103.55;103.8;3.97;2.9;113.3
172.5;104.03;103.79;4.27;2.9;112.72
171.66;104.17;104.16;4.75;2.94;113.52
172.15;103.51;103.76;4.26;3.13;112.94
171.68;104.0;104.29;4.9;3.1;111.77
171.67;104.06;104.15;4.87;3.21;111.49
171.94;104.27;103.94;4.46;3.14;112.13
171.21;103.92;104.29;5.18;3.12;111.7
172.33;103.69;103.66;3.76;3.09;113.66
171.91;103.73;103.51;4.6;3.1;113.53
171.88;103.93;103.72;4.88;3.26;113.11
172.24;104.32;103.83;5.6;3.44;111.37
171.99;104.12;104.18;4.41;2.75;113.18
171.57;104.61;103.91;4.49;3.16;113.42
171.94;104.34;103.71;3.67;3.17;112.68
172.43;103.6;104.12;4.57;3.08;112.95
171.65;103.82;103.37;4.37;2.98;113.04
172.21;103.96;103.55;3.91;2.73;113.36
172.41;104.1;104.27;3.8;3.31;112.68
171.77;103.98;103.76;5.16;3.38;111.07
171.8;103.71;103.67;4.48;3.18;112.76
172.06;104.45;103.73;4.18;3.5;113.36
172.05;104.08;103.66;4.49;3.24;113.23
172.34;104.36;103.82;4.92;3.47;111.33
171.29;104.22;104.16;4.37;3.14;113.3
171.99;103.27;103.31;3.78;3.0;113.51
172.02;104.07;104.13;3.72;2.96;112.56
172.0;104.05;103.67;4.02;3.18;113.4
172.53;103.97;103.28;4.61;3.41;113.25
173.01;104.59;104.31;5.04;3.05;110.91
171.89;104.49;104.38;5.2;3.63;110.48
171.54;104.36;103.83;3.86;3.06;112.92
171.95;104.39;104.31;5.98;3.23;111.33
172.41;104.32;103.93;5.82;3.36;112.36
172.25;103.93;103.49;4.17;2.8;113.56
171.5;104.32;104.66;4.92;3.33;111.95
171.55;103.76;104.21;5.11;3.01;111.48
171.59;104.05;103.94;;3.02;111.29
172.11;104.23;104.45;5.24;3.58;111.78
171.56;103.42;103.64;3.77;3.04;113.3
171.73;103.74;104.38;5.14;3.16;111.73
172.16;104.03;104.44;5.33;3.33;111.21
172.07;104.09;103.7;4.11;3.0;113.19
171.62;104.53;103.64;4.89;3.16;112.54
172.26;104.46;103.6;4.18;3.31;113.0
171.32;104.2;104.09;5.67;3.19;112.02
172.13;103.67;103.82;4.27;3.22;112.15
171.71;103.71;103.36;4.1;3.17;113.07
171.9;104.08;103.94;4.17;2.97;113.05
172.43;103.58;103.77;3.95;2.62;112.81
171.74;103.74;103.78;4.43;3.14;113.02
172.11;104.88;104.1;4.8;3.73;110.78
171.86;103.6;103.99;3.65;3.15;113.56
172.01;104.58;103.89;3.96;2.87;113.28
171.98;104.32;103.71;4.25;3.06;113.46
172.3;103.98;103.72;4.28;3.01;112.97
171.82;103.72;104.18;4.22;2.8;113.39
172.59;104.22;104.01;4.47;2.95;113.19
172.35;104.04;104.18;4.47;3.03;113.15
172.08;104.4;103.94;4.22;2.97;113.08
171.92;104.17;104.11;5.59;3.14;112.2
172.11;104.24;104.06;5.61;3.6;111.76
172.08;104.16;104.17;3.54;3.29;112.71
171.9;104.14;103.75;4.56;2.97;113.0
172.43;104.18;104.43;4.57;3.65;111.92
172.09;103.68;103.99;3.74;3.28;113.27
172.27;104.21;103.59;3.9;3.07;113.31
172.74;104.05;104.17;3.68;3.38;113.12
171.93;104.58;103.73;5.28;3.36;112.41
171.82;103.64;104.21;4.08;3.0;112.97
172.55;103.97;104.04;4.25;3.34;113.36
172.24;104.03;103.86;3.71;3.01;113.03
171.97;104.38;104.18;5.59;3.47;110.98
171.83;104.39;104.17;5.51;3.33;113.64
172.1;104.36;104.08;4.96;3.46;111.93
171.94;104.21;104.1;4.28;3.47;112.23
172.08;104.16;104.58;4.79;3.72;111.04
172.22;104.05;103.86;4.68;3.05;113.04
171.85;104.1;104.16;4.18;3.06;113.19
171.79;103.69;103.68;3.65;2.77;112.78
172.22;104.48;104.06;4.59;2.91;112.82
171.57;104.04;104.14;5.27;3.42;112.68
172.21;103.32;103.99;4.11;3.04;113.46
172.04;103.99;104.12;4.2;3.02;113.16
172.32;103.22;104.0;4.01;3.08;112.87
171.94;104.37;104.14;5.37;3.46;111.94
171.76;104.14;104.54;5.14;3.41;111.5
172.0;104.07;103.55;3.86;3.3;114.03
172.03;104.32;104.87;4.49;3.77;111.04
171.88;103.83;103.31;4.36;3.07;113.83
172.15;103.65;103.66;3.6;3.5;113.24
171.86;103.6;104.09;3.9;2.8;113.18
172.24;104.51;103.9;4.06;2.88;112.58
171.79;103.65;103.61;4.19;3.06;113.6
172.11;104.12;103.83;3.9;2.72;113.28
172.1;104.16;104.18;4.03;3.08;112.65
171.66;103.65;103.44;3.26;2.99;112.89
171.83;103.83;103.92;5.34;3.22;112.03
171.64;103.75;104.17;4.17;2.98;113.14
171.62;104.41;103.71;4.13;3.21;114.03
171.8;104.01;104.12;5.51;3.36;111.95
171.85;103.58;104.17;4.32;3.07;113.59
171.88;104.12;103.86;4.07;3.41;113.5
172.18;104.14;104.37;6.04;3.62;110.97
171.67;103.81;103.76;4.59;3.3;112.18
171.9;104.5;103.49;4.08;2.82;113.5
171.93;103.65;103.56;4.12;2.77;112.95
172.21;104.4;104.28;5.28;3.42;112.99
172.03;103.87;103.4;4.29;3.01;113.09
172.46;103.81;103.52;4.05;3.16;112.6
172.14;104.49;103.76;4.36;3.24;110.36
172.3;104.04;103.93;4.33;2.92;113.19
172.0;104.14;103.98;3.87;3.12;113.5
171.63;103.87;104.66;;3.27;112.68
172.39;104.04;104.32;5.09;3.55;111.82
171.91;103.99;104.23;5.01;3.42;111.77
172.46;103.75;104.02;4.26;3.22;113.63
172.44;103.69;104.16;3.73;3.14;112.98
171.94;104.53;103.81;5.07;3.14;112.46
171.61;103.76;103.89;4.02;3.17;112.81
171.8;104.17;103.74;4.03;2.92;113.04
172.21;103.8;103.23;3.7;2.98;112.95
171.99;103.67;103.76;3.12;2.99;113.22
171.81;103.64;104.15;4.17;2.81;113.29
171.78;104.07;104.16;5.77;3.3;111.27
171.82;104.32;104.05;6.06;3.03;111.68
172.16;104.1;103.78;3.84;3.03;113.13
171.94;103.97;103.84;3.95;3.05;112.88
171.75;103.89;103.81;3.64;2.92;113.48
171.55;103.35;103.69;4.31;3.19;113.42
171.62;103.94;104.14;4.59;3.3;113.5
172.29;103.73;103.55;3.84;3.23;113.9
172.1;104.3;103.74;3.85;2.76;113.1
172.16;104.39;103.85;3.77;3.32;112.55
171.87;104.07;103.54;4.59;3.5;112.06
171.85;103.86;104.08;4.23;3.36;113.01
172.5;104.07;103.71;3.82;3.63;110.74
171.99;104.28;104.32;4.71;3.45;112.18
172.02;104.33;104.33;5.19;3.21;111.99
172.25;103.96;103.92;4.67;3.24;111.06
172.25;104.18;104.23;5.11;3.37;111.17
172.05;103.7;103.75;5.04;2.27;113.55
171.92;104.57;104.17;4.09;2.88;113.12
172.26;103.75;103.87;3.95;3.1;113.08
172.54;104.05;103.78;4.34;2.93;114.14
171.95;103.94;103.8;4.1;3.41;113.38
171.97;104.04;103.82;4.04;3.38;113.05
172.4;103.41;103.85;4.01;3.15;113.45
171.66;103.92;103.47;4.26;2.83;113.2
172.06;103.82;103.73;4.18;2.6;112.64
172.17;103.79;103.54;4.07;2.78;113.03
172.09;103.98;103.39;4.1;2.95;112.79
171.56;103.65;103.75;4.85;3.56;111.31
171.89;104.22;104.18;4.11;2.89;113.53
171.53;104.41;103.85;4.64;3.39;111.94
172.32;103.97;104.33;4.06;3.08;113.73
172.21;104.28;104.37;4.06;3.3;113.92
171.59;103.8;103.95;4.09;2.89;113.27
172.29;103.93;103.82;4.25;3.11;113.54
171.91;103.8;103.99;6.14;3.32;110.78
172.1;103.95;103.72;4.49;3.07;113.15
172.52;103.98;103.74;4.66;3.19;113.44
171.73;103.82;103.85;3.97;3.12;112.85
171.68;104.04;104.68;5.32;3.56;111.04
172.07;104.07;103.67;3.82;3.17;113.91
171.48;103.95;103.93;4.52;2.91;113.21
172.09;104.15;104.17;4.15;3.4;113.85
171.94;104.2;103.65;5.0;3.43;112.08
171.67;104.16;104.08;5.42;3.3;111.63
171.87;103.88;104.07;3.8;2.9;113.36
172.26;104.16;103.2;4.55;3.35;113.23
171.79;104.18;104.54;5.13;3.51;112.4
171.85;104.33;104.03;4.23;3.19;112.46
171.99;103.98;103.73;4.34;3.2;113.05
171.65;103.84;104.25;3.56;3.22;113.63
171.89;103.89;103.4;4.11;2.96;113.24
171.74;104.41;104.08;4.66;3.22;111.04
171.88;103.66;103.52;4.66;2.75;113.25
171.65;103.22;104.11;3.51;3.04;113.4
171.97;103.95;103.73;5.15;3.24;110.87
172.47;103.57;103.89;4.6;3.2;112.93
172.31;103.97;104.03;4.6;3.14;111.17
171.5;104.28;104.22;5.2;3.24;111.56
171.69;103.8;104.1;4.32;2.69;113.52
171.96;104.0;103.95;5.63;3.26;110.96
171.63;104.3;103.85;5.45;3.26;111.88
171.94;104.52;103.77;4.1;3.08;112.75
172.08;103.95;103.7;3.76;2.97;113.52
171.71;104.14;103.99;4.49;3.15;113.21
172.13;103.99;104.22;3.61;2.91;113.39
171.99;103.69;103.51;3.9;3.02;113.04
172.02;104.21;104.05;;2.9;113.62
171.69;103.85;103.53;3.86;3.19;112.68
171.87;103.91;103.96;3.74;2.97;113.59
171.6;104.23;104.45;5.57;3.45;110.34
172.03;103.93;103.53;4.43;3.1;113.37
171.65;103.3;103.55;4.14;3.37;112.87
172.0;104.32;104.26;4.53;3.04;112.93
171.91;103.83;103.68;4.05;2.86;113.41
171.58;104.13;104.67;5.86;3.52;112.47
172.1;103.93;103.43;3.96;3.13;113.38
171.75;104.38;104.17;4.42;3.09;111.28
171.76;104.03;103.85;5.79;3.37;111.3
172.04;104.17;103.9;5.05;3.62;111.56
172.06;103.96;103.72;4.18;3.15;113.17
171.8;104.12;104.06;5.66;3.29;111.09
172.69;103.88;104.06;4.27;3.2;113.22
172.02;104.23;103.72;;2.99;113.37
172.06;104.28;104.31;5.61;3.27;111.61
172.56;103.85;103.62;3.32;3.13;113.37
172.1;103.98;103.86;4.47;3.06;113.0
171.83;104.29;103.58;4.0;3.32;113.21
171.59;104.17;104.09;5.25;3.08;112.14
171.68;103.77;103.82;4.24;2.86;113.6
171.75;103.96;103.83;5.39;3.54;109.49
171.64;103.58;103.46;3.72;3.2;113.3
171.63;104.3;103.75;3.62;3.22;113.5
171.87;103.4;103.82;4.06;2.94;113.02
171.72;103.96;103.19;3.81;2.83;113.27
171.64;103.95;103.45;3.98;3.11;113.21
172.33;104.18;104.04;4.29;2.99;114.08
172.41;103.95;103.79;;3.13;113.41
172.12;103.66;104.22;3.81;3.04;112.97
172.03;104.48;104.33;5.66;3.01;112.15
171.91;103.88;103.79;4.17;3.29;113.38
172.22;103.51;103.99;3.67;3.06;112.86
171.55;103.68;104.27;4.08;2.84;112.95
171.79;103.56;103.77;4.15;2.8;112.67
171.49;104.42;104.4;5.08;3.36;111.45
172.3;104.18;104.54;5.04;3.35;111.11
171.95;104.08;103.91;4.16;2.91;113.26
171.7;104.32;104.07;4.21;2.67;112.73
171.9;104.22;103.56;3.52;3.2;113.23
171.63;104.33;104.61;4.88;3.35;112.16
171.78;103.94;103.84;3.55;2.97;113.13
171.99;104.76;104.55;4.39;3.02;113.7
172.37;104.32;103.52;3.96;3.11;112.84
172.21;104.5;104.46;4.92;3.34;112.12
172.13;104.26;103.88;3.97;3.0;113.11
171.87;103.86;103.27;4.14;3.14;113.32
171.88;103.92;103.74;4.02;3.17;113.76
172.22;104.07;103.98;4.01;2.83;112.92
172.05;103.75;103.98;4.1;3.12;113.27
171.69;104.22;104.62;4.11;3.25;113.4
171.94;104.44;104.13;3.32;3.02;113.49
171.82;103.82;103.61;4.42;2.9;113.02
171.85;104.27;103.83;4.15;3.37;112.0
171.83;104.13;104.52;4.94;3.27;111.72
171.04;104.23;104.22;4.87;3.56;111.54
172.02;104.26;104.2;6.2;3.58;111.25
172.57;104.65;104.44;4.54;2.99;113.16
172.07;104.03;103.58;5.33;3.64;111.27
171.8;104.31;104.49;5.97;3.51;111.2
172.0;103.68;104.1;3.84;3.15;112.86
171.52;103.74;104.1;4.47;2.87;113.58
171.7;103.79;103.98;4.44;3.03;113.94
171.97;103.69;103.54;;2.7;112.79
172.03;103.64;103.59;3.63;3.04;112.96
171.7;103.75;103.4;4.47;3.28;113.57
172.19;104.05;103.54;3.8;3.24;112.84
171.53;103.53;103.63;4.04;2.96;112.76
172.07;104.17;104.37;6.54;3.54;111.2
171.73;104.09;104.47;4.81;3.46;112.3
172.34;104.42;103.22;;3.01;112.97
171.94;104.04;104.27;4.75;3.16;111.61
171.49;104.12;104.33;5.93;3.09;111.56
171.89;104.33;103.97;3.95;3.17;113.12
172.17;104.2;104.13;3.86;3.38;112.44
172.22;103.75;103.91;4.5;3.19;113.06
172.41;104.14;104.06;4.45;2.94;113.98
172.52;103.9;104.03;3.97;2.98;113.3
172.12;104.38;103.93;4.71;3.44;111.52
171.9;104.09;104.73;4.59;3.27;112.47
171.92;103.6;103.92;4.33;3.02;113.16
172.19;103.84;104.62;4.14;3.21;113.45
172.13;104.06;103.92;5.54;3.13;111.01
171.86;103.93;103.8;4.27;2.86;113.97
171.85;103.91;103.91;4.5;3.21;113.09
171.58;104.23;104.5;5.14;3.7;111.75
172.08;104.38;104.22;5.51;3.41;111.42
172.42;104.33;104.4;5.34;3.13;112.11
171.86;103.47;103.59;4.04;2.97;113.22
172.53;103.99;103.55;4.5;3.1;113.03
171.31;103.95;104.07;5.14;3.41;112.44
172.19;104.09;103.82;3.82;3.04;113.13
171.44;103.99;104.04;4.81;3.49;111.74
171.68;103.88;104.14;4.0;2.96;113.71
171.92;103.78;103.61;4.02;3.31;112.91
171.78;104.24;103.94;4.64;3.11;111.31
171.37;103.73;104.18;4.97;3.34;110.98
172.07;104.33;104.33;4.41;3.39;113.39
172.03;104.16;104.31;5.46;3.24;112.82
171.3;104.19;103.7;4.12;2.82;112.87
171.66;103.54;104.16;4.0;3.33;113.53
171.91;103.99;103.76;3.62;3.04;113.0
171.55;104.18;103.83;4.46;3.42;111.6
171.66;104.0;103.47;3.9;2.99;112.65
171.4;104.21;104.44;5.59;3.3;111.09
171.82;104.23;104.05;4.21;3.2;112.89
171.86;103.78;103.5;3.88;3.08;113.62
171.78;103.52;103.69;4.31;2.85;113.59
172.06;104.21;103.88;4.63;3.22;113.7
171.56;104.34;104.43;5.92;3.66;111.87
171.92;104.37;104.05;4.95;3.04;110.61
172.03;103.73;104.19;3.75;2.87;112.49
171.75;103.99;104.21;4.74;3.4;110.5
171.98;104.18;103.96;4.41;2.84;113.01
171.75;103.48;103.94;3.76;2.97;113.28
171.75;104.34;104.58;4.26;3.29;110.98
171.57;103.58;104.06;3.86;2.94;113.03
171.67;103.79;103.44;5.13;3.32;111.47
171.8;104.51;104.57;5.5;3.3;112.94
171.99;103.75;104.14;4.19;2.82;112.83
171.52;104.11;104.23;4.73;3.08;113.33
172.23;103.25;103.97;4.01;3.38;113.9
172.48;103.71;103.79;3.91;2.96;112.49
171.73;103.77;103.95;4.25;3.08;112.75
171.74;104.53;103.38;4.39;3.0;112.85
171.81;103.96;103.47;4.0;3.0;113.1
171.81;103.53;103.76;3.91;2.87;113.52
172.21;104.22;103.57;3.57;3.17;112.43
171.99;103.95;104.27;5.46;3.48;111.06
171.9;104.28;104.29;;3.24;111.49
172.14;104.07;103.83;3.79;3.14;113.85
171.83;104.65;103.66;3.83;2.95;113.28
172.05;103.88;103.76;4.2;3.15;113.94
172.28;103.95;103.91;4.78;3.31;111.4
171.96;103.86;103.86;5.06;3.55;110.44
171.8;104.17;103.8;4.67;2.88;113.03
171.94;104.64;103.7;4.36;2.98;112.83
172.41;104.1;103.9;4.06;3.14;112.61
171.77;104.27;103.94;4.34;2.87;113.21
172.43;104.06;104.02;4.93;3.33;111.59
172.45;103.94;103.9;4.28;2.85;113.37
171.45;103.66;103.8;;3.62;113.27
172.26;104.08;103.86;3.93;3.01;113.44
172.03;104.15;104.24;5.12;3.3;112.36
171.53;104.02;103.87;4.1;3.03;113.32
172.16;104.43;104.06;4.51;3.19;112.69
171.33;104.28;104.19;5.72;3.25;111.99
171.75;104.16;104.16;4.23;2.99;111.83
172.45;103.97;104.32;4.15;3.23;113.45
172.1;103.96;103.71;3.93;2.89;112.68
171.66;104.1;104.15;4.53;3.4;111.83
171.67;103.88;103.94;4.2;2.93;112.84
171.48;104.46;104.24;4.94;3.61;110.8
172.13;103.35;104.17;4.23;3.27;113.06
171.89;104.3;103.57;3.98;2.75;112.92
171.71;104.27;104.19;3.56;3.15;112.71
172.0;104.35;103.29;3.73;3.11;113.18
171.57;104.09;103.58;3.99;3.23;112.98
172.2;103.93;103.49;3.8;2.99;113.63
172.34;104.5;103.66;4.19;3.08;112.68
172.16;103.87;103.34;4.32;2.91;113.47
172.4;104.05;103.94;5.01;3.43;111.53
171.69;104.18;104.28;5.62;3.23;110.53
172.43;104.05;104.02;4.09;2.93;113.6
171.93;104.43;104.15;5.8;3.4;111.82
172.09;104.26;103.96;4.45;3.31;111.25
172.12;104.03;104.02;4.38;2.83;113.03
172.13;104.35;104.0;5.69;3.3;111.92
171.69;103.87;104.16;5.46;3.31;111.42
172.21;104.42;103.53;4.48;3.05;113.11
172.67;104.69;104.18;4.31;2.94;113.59
172.09;103.74;103.52;;3.02;112.78
172.0;103.76;104.07;4.36;2.59;113.64
172.31;103.93;103.32;4.73;2.85;113.23
171.57;104.14;104.14;5.41;3.23;111.76
172.12;103.95;104.08;4.5;3.06;113.18
171.74;103.96;103.47;5.14;3.3;111.4
172.37;104.54;104.03;5.82;3.41;111.45
172.11;104.06;104.21;4.42;3.06;113.18
171.41;104.2;103.73;4.31;3.32;111.74
172.15;103.84;103.32;4.21;3.03;112.89
172.02;104.23;103.97;4.3;2.93;113.79
172.03;103.59;104.09;4.49;2.85;113.44
172.17;104.21;103.87;4.35;2.98;113.66
171.85;103.64;103.63;3.73;3.29;112.95
171.85;103.7;103.96;;3.0;113.36
172.08;104.17;103.48;4.62;2.87;113.52
172.02;104.54;103.74;3.96;2.94;113.51
171.85;104.07;103.9;4.8;3.46;113.73
172.16;104.36;104.02;4.11;2.97;113.55
171.91;104.53;104.23;4.75;3.34;112.28
171.95;104.02;103.82;4.28;3.0;113.28
171.67;104.12;103.98;5.68;3.18;111.55
171.99;104.28;104.48;5.27;3.46;110.94
172.05;103.69;103.89;4.42;3.15;112.67
171.7;103.77;103.88;4.1;2.96;112.91
171.78;103.74;103.55;3.86;2.87;113.41
171.96;104.38;103.82;5.19;3.32;111.68
172.1;103.57;103.8;4.2;3.02;113.27
172.02;103.9;104.1;5.92;3.19;111.46
172.18;103.85;103.67;3.83;2.96;113.09
171.72;103.95;104.11;3.75;3.13;113.51
172.27;104.29;104.22;3.89;3.53;113.5
171.99;103.7;103.59;4.37;3.12;112.85
171.83;104.11;103.92;5.63;3.21;112.18
172.1;104.02;103.88;3.95;3.1;113.39
171.81;104.1;103.69;4.29;2.95;112.72
171.99;104.02;104.06;5.34;3.61;112.12
171.93;104.4;103.4;3.87;3.15;113.48
172.26;104.23;103.98;6.03;3.29;111.83
171.9;104.42;104.02;4.38;3.1;112.87
172.17;103.93;103.62;4.06;3.08;113.1
171.58;103.87;104.07;4.67;3.51;111.53
172.12;104.18;104.31;5.36;3.31;111.43
172.19;104.14;103.59;4.11;3.08;113.81
171.13;104.28;103.14;4.16;2.92;113.0
171.86;104.49;103.87;5.21;3.6;111.11
172.62;104.0;104.03;4.31;3.29;113.1
172.25;103.71;103.97;3.93;3.0;113.38
172.37;104.52;104.37;5.36;3.26;111.27
172.07;104.49;103.52;4.24;3.0;113.06
172.01;103.81;103.65;4.36;3.03;113.26
172.18;104.04;104.12;4.26;3.34;113.67
171.53;104.03;104.05;5.77;3.22;111.93
172.05;104.11;104.14;4.73;2.73;113.3
171.68;103.48;103.47;3.32;3.11;112.46
171.05;104.09;104.5;4.72;3.1;112.44
171.79;103.51;103.25;4.05;3.08;112.71
